,f,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0,-0.0977543,-0.09727434,1.0,1.0,0.25283843,-0.16334304,-0.14733788,1.0,2.0,-0.53403586,-0.4568461,-1.658699,0.4938799,1.1523918,0.8383624,-0.14531064,-1.2888564,-0.24124895,-1.2114266,-0.29936796,4.606516,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,0.079715565,-0.060697746,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,-0.75976366
1,0.5663372,0.44097576,0.0,0.0,-0.8230698,1.139825,0.69506925,0.0,2.0,-0.12055476,0.61887413,0.41364542,-0.6414762,1.5778772,0.8383624,1.1548172,1.38697,-0.24124895,1.1515433,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,2.208639,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,0.3366472,0.25943273,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,-1.0391599,0.6523946
2,-0.22008696,-0.70330083,1.0,1.0,-2.1679552,-0.16334304,0.41426688,4.0,2.0,0.01727228,-0.4568461,0.011548744,-0.6414762,-0.97503465,-1.1410894,2.01266,0.49502787,-0.24124895,-0.87385947,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,0.1334552,0.593817,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,-0.75976366
3,0.23932792,0.23375018,1.0,0.6600384,0.9701106,0.063959666,0.06213411,0.0,0.0,1.1198887,-0.8154195,-0.5452005,0.4938799,-0.97503465,-1.1410894,-0.50754,0.49502787,-0.24124895,1.1515433,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,-0.46507418,-0.10529676,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,-1.0391599,0.6523946
4,-0.41232398,-0.57614,1.0,0.0,-0.55409276,-0.81492704,-0.14733788,2.0,0.0,-0.94751704,-0.098272696,2.9499476,-0.6414762,-0.97503465,-1.1410894,-0.9419735,1.38697,-0.24124895,0.8139761,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,8.103207,-2.2606623,-1.5035243,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,-0.75976366
5,-0.971559,-1.1798722,0.0,0.0,0.70113355,-1.140719,-1.2705474,4.0,2.0,-0.94751704,0.9774475,2.5169203,-0.6414762,0.48385265,0.8383624,-1.0318981,0.49502787,-0.24124895,0.7281501,0.81421053,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,-0.664584,-0.10529676,2.9998252,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,3.6279075,-0.75976366
6,0.100297384,-0.5566488,1.0,0.66727895,-1.0023879,0.16244896,0.41426688,1.0,0.0,0.7064075,-1.1739929,0.25899285,-0.6414762,-0.97503465,-1.1410894,0.3493644,-1.2888564,-0.24124895,-1.2114266,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,-0.080748,0.049192023,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,-0.75976366
7,0.28671974,0.07419102,0.0,0.0,-0.016138624,0.16244896,0.41426688,3.0,1.0,0.01727228,-0.8154195,1.0631863,0.4938799,-0.12406405,0.8383624,1.4132974,0.49502787,-0.24124895,0.87440383,6.016516,4.606516,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,4.1442566,-0.17631802,-0.07088812,-0.12400863,4.123651,5.4876137,-0.33437514,-0.19271605,4.1447062,-0.16020076,-0.10071097,-0.08069412,1.2943739,-0.75976366
8,0.26924366,0.1650382,1.0,1.0,0.34249747,-0.16334304,0.41426688,0.0,0.0,-0.2583818,-0.098272696,-0.60706156,-0.6414762,-0.97503465,-1.1410894,-0.23902188,0.49502787,-0.24124895,-0.19872524,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,-0.09727352,0.06694521,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,0.6523946
9,0.09448272,-0.18605366,1.0,0.0,-1.0920469,0.16244896,0.41426688,1.0,1.0,-1.3609982,-0.8154195,-0.2977564,1.6292361,1.5778772,0.8383624,0.4483716,1.38697,-0.24124895,0.8139761,-0.29936796,-0.21782233,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,-0.29628232,-0.24270956,-0.17631802,-0.07088812,-0.12400863,-0.00826445,0.10902008,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,-0.75976366
10,1.0381918,1.3135082,1.0,1.0,0.25283843,1.465617,0.9758716,1.0,2.0,0.32651815,0.21472372,-1.0091583,-0.6414762,-0.54954934,-1.1410894,1.2388715,0.49502787,-0.24124895,0.8139761,-0.29936796,4.606516,0.07088812,-0.10189719,-0.10214116,-0.14669909,-0.07088812,-0.07286774,0.035368174,-0.07087606,-0.12307477,0.10006748,-0.100637555,-0.07837358,-0.030697409,-0.45489815,-0.14358768,-0.12346671,3.3905642,-0.24270956,-0.17631802,-0.07088812,-0.12400863,0.9314944,0.593817,-0.33437514,-0.19271605,-0.24044114,-0.16020076,-0.10071097,-0.08069412,0.12760699,-0.75976366
