,f,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0,0.071578756,0.09341582,1.0,1.0,-0.62068427,-0.19930705,-0.13849962,0.0,0.0,2.0080538,0.34472382,-0.6543216,-0.65957963,-1.098029,-1.4124504,-0.023910217,-1.2935483,-0.22941573,-1.1754175,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,-0.34808266,-0.17752907,-0.1008937,-0.29850182,-0.32156643,-0.20564249,-0.10050378,-0.10180756,-0.5773014,-0.03956696,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,-0.96219474,1.4072057
1,0.071578756,0.28750244,0.0,1.0,0.7304652,1.25943,-0.2151115,0.0,1.0,0.04480662,1.1941911,-0.28914532,-0.65957963,1.4570727,0.6422971,0.88608843,0.69652605,-0.22941573,1.207654,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,2.9835103,-0.17752907,-0.1008937,-0.29850182,3.1716971,-0.20564249,-0.10050378,-0.10180756,0.74892145,0.2009818,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,0.2632338,-0.7246917
2,-8.609725,-9.039847,1.0,0.0,0.7304652,-3.3918314,-4.846957,0.0,1.1885524,-0.3187746,-0.41629115,1.0505605,0.7145446,0.56640184,0.23076072,-4.104885,0.69652605,-0.22941573,1.207654,0.42164773,0.17494954,-9.949874,0.036817588,0.06272681,1.5775251,9.949874,0.070418835,-9.949874,-0.05667263,-9.949874,-9.949874,-9.949874,-0.08487144,-0.064160965,0.45933285,-0.013665072,-0.062218398,0.050712373,0.39570516,-0.057761334,9.949874,0.028097376,-3.767335,-5.6425276,-0.13961636,6.974767,4.3579693,0.08599359,0.05014077,-0.14271009,-0.96219474,0.84837943
3,0.071578756,0.3711366,1.0,0.0,-0.36734375,-0.5295167,-0.2151115,0.0,1.0,-2.0969174,-1.5665777,0.28905046,0.7145446,-0.6721787,0.6422971,-0.52596337,0.69652605,-0.22941573,-0.8349788,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,-0.34808266,-0.17752907,-0.1008937,-0.29850182,-0.32156643,-0.20564249,-0.10050378,-0.10180756,-0.5773014,-0.73993707,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,-0.96219474,2.1178381
4,0.071578756,-0.109081246,0.0,0.0,0.7304652,0.20822643,-0.026510498,1.0,2.0,0.39195132,-0.16762355,-0.8064784,-0.65957963,1.4570727,0.6422971,-0.19668788,0.69652605,-0.22941573,1.207654,3.6165445,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,9.949808,-0.34808266,-0.17752907,-0.1008937,3.3891191,-0.32156643,-0.20564249,-0.10050378,-0.10180756,0.3217714,0.08569008,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,0.2632338,-0.7246917
5,0.071578756,-0.6127834,1.0,1.0,1.2371463,0.18606201,-0.2151115,0.0,0.0,-0.4906244,0.132357,1.9627751,-0.65957963,-0.6721787,-0.38507667,-0.32021716,0.69652605,-0.22941573,-0.8349788,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,-0.34808266,-0.17752907,-0.1008937,3.3891191,-0.32156643,-0.20564249,-0.10050378,-0.10180756,0.15627886,-0.013790593,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,-0.96219474,-0.0140592465
6,0.071578756,-0.20815894,0.0,0.0,0.6460183,-1.2450954,-0.2151115,4.0,2.0,-0.6691014,-2.2036781,0.50206995,-0.65957963,-0.6721787,0.6422971,-2.559583,0.69652605,-0.22941573,-0.1541012,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,2.9835103,-0.17752907,-0.1008937,-0.29850182,-0.32156643,-0.20564249,-0.10050378,-0.10180756,-3.767335,-4.2417874,-0.13961636,-0.1381549,4.3579693,0.08599359,0.05014077,-0.14271009,0.2632338,0.6965732
7,0.071578756,0.33009705,0.0,1.0,0.7304652,0.18606201,-0.7940922,1.0,2.0,-2.0969174,1.4065579,-0.8064784,-0.65957963,1.4570727,0.6422971,0.047094446,0.69652605,-0.22941573,0.8672152,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,-0.34808266,-0.17752907,-0.1008937,-0.29850182,-0.32156643,-0.20564249,-0.10050378,-0.10180756,0.41165167,-0.002110232,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,0.2632338,-0.7246917
8,0.071578756,0.21507403,0.0,1.0,-0.36734375,-0.5295167,-0.7940922,4.0,2.0,-1.3830094,1.8312917,-0.19785126,-0.65957963,0.45478833,0.6422971,-0.013679423,0.69652605,-0.22941573,0.2952166,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,-0.11617461,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,-0.34808266,-0.17752907,-0.1008937,-0.29850182,-0.32156643,-0.20564249,-0.10050378,-0.10180756,-0.005951462,-0.078071736,-0.13961636,-0.1381549,-0.2319565,0.08599359,0.05014077,-0.14271009,1.4886624,-0.7246917
9,0.071578756,-0.42400426,0.0,0.0,1.8282741,0.5438513,0.9428499,0.0,0.0,0.04480662,1.1941911,1.2628539,-0.65957963,-1.098029,-1.4124504,-0.1254588,-1.2935483,-0.22941573,-1.1754175,-0.30188966,-0.10327562,0.10050378,-0.17803794,-0.14494576,9.807587,-0.10050378,-0.1450227,0.10050378,-0.100950055,0.10050378,0.10050378,0.10050378,-0.10066317,-0.10087395,-0.34808266,-0.17752907,-0.1008937,-0.29850182,3.1716971,-0.20564249,-0.10050378,-0.10180756,0.14535284,0.20216052,-0.13961636,-0.1381549,4.3579693,0.08599359,0.05014077,-0.14271009,-0.96219474,0.6965732
